"energy_type_clean","date","emissions_kg","generation_mwh","ef_kg_per_mwh","ef_ma_kg_per_mwh"
"oil",2014-09-01,148846.581,221285.586,0.672644719841807,0.531593609312837
"oil_and_natural_gas",2014-09-01,18800,33012,0.569489882466982,0.572085213656947
"bio_oil_and_diesel",2014-10-01,6528,79283.2,0.0823377462060058,0.122443226705472
"coal",2014-10-01,2619246.8833,7577020.939,0.345682941143579,0.376817366477029
"natural_gas",2014-10-01,0,2530500.927,0,0
"oil",2014-10-01,20456.644,31231.544,0.654999445432477,0.562248542484728
"oil_and_natural_gas",2014-10-01,6400,13397,0.477718892289319,0.556461333476197
"bio_oil_and_diesel",2014-11-01,11711,114770.5,0.102038415795,0.112360332239787
"coal",2014-11-01,2780735.3157,7888280.823,0.352514746634293,0.369947673886325
"natural_gas",2014-11-01,0,1529237.925,0,0
"oil",2014-11-01,31576.1006,49039.568,0.643890268364517,0.587282378654277
"oil_and_natural_gas",2014-11-01,16200,31969,0.506740905251963,0.535027711860709
"bio_oil_and_diesel",2014-12-01,15343,116646.8,0.131533826903095,0.107059664186998
"coal",2014-12-01,3189490.6539,9503088.299,0.335626751383087,0.357838477740943
"natural_gas",2014-12-01,0,2112832.232,0,0
"oil",2014-12-01,98091.0343,173995.03,0.563757679170491,0.603256575091619
"oil_and_natural_gas",2014-12-01,69100,146992,0.470093610536628,0.522257186279507
"bio_oil_and_diesel",2015-01-01,12575,116133,0.108281022620616,0.106062834812464
"coal",2015-01-01,3063469.0529,9582119.863,0.319706818188442,0.346239532191993
"natural_gas",2015-01-01,0,2649654.353,0,0
"oil",2015-01-01,16414.9733,62361.467,0.263223013980733,0.56282641605015
"oil_and_natural_gas",2015-01-01,186000,308952,0.602035267614387,0.522132086354812
"bio_oil_and_diesel",2015-02-01,11652,102308.9,0.113890384902975,0.10716437891206
"coal",2015-02-01,2710374.784,8188412.522,0.331001250452145,0.340599165225773
"natural_gas",2015-02-01,0,2059015.886,0,0
"oil",2015-02-01,17075.044,52383.007,0.325965326885492,0.520746742279253
"oil_and_natural_gas",2015-02-01,242900,395022,0.614902461128747,0.540163503214671
"bio_oil_and_diesel",2015-03-01,14422,116434.8,0.123863312343045,0.110324118128456
"coal",2015-03-01,3135569.6602,8584229.808,0.365270936395229,0.341633907366129
"natural_gas",2015-03-01,0,2071140.621,0,0
"oil",2015-03-01,258020.4331,688895.896,0.374541980287832,0.47106295235359
"oil_and_natural_gas",2015-03-01,360500,626739,0.575199564731092,0.541115116925356
"bio_oil_and_diesel",2015-04-01,11729,105820.2,0.110838951353333,0.115074318986344
"coal",2015-04-01,3023187.5599,8274595.89,0.365357728653985,0.344913038617864
"natural_gas",2015-04-01,0,1471753.466,0,0
"oil",2015-04-01,74442.2332,227060.738,0.327851630606433,0.41653831654925
"oil_and_natural_gas",2015-04-01,213200,385422,0.553159913030393,0.553688620382202
"bio_oil_and_diesel",2015-05-01,12552,94303.6,0.133102023676721,0.120251586966631
"coal",2015-05-01,2891787.6302,8469354.421,0.341441329108832,0.343067469030287
"natural_gas",2015-05-01,0,1765634.366,0,0
"oil",2015-05-01,52676.7663,182450.978,0.288717368782753,0.357342833285622
"oil_and_natural_gas",2015-05-01,22900,51607,0.443738252562637,0.543188178267314
"bio_oil_and_diesel",2015-06-01,12188,74707.1,0.163143797577473,0.125519915412361
"coal",2015-06-01,2961138.3003,8866948.593,0.333952347782603,0.342788401763539
"natural_gas",2015-06-01,0,1638017.189,0,0
"oil",2015-06-01,24795.9569,91594.412,0.270714734213262,0.308502342459417
"oil_and_natural_gas",2015-06-01,4200,9944,0.422365245374095,0.535233450740225
"bio_oil_and_diesel",2015-07-01,15929,120509.8,0.132180121450704,0.129503098550708
"coal",2015-07-01,2937063.0302,8977551.714,0.327156347717809,0.344029990018434
"natural_gas",2015-07-01,0,1638688.517,0,0
"oil",2015-07-01,18022.9211,31711.261,0.568344510172585,0.359355925158059
"bio_oil_and_diesel",2015-08-01,12861,119048.5,0.108031600566156,0.128526634494572
"coal",2015-08-01,3064511.477,9176198.579,0.333963073119758,0.344523627129703
"natural_gas",2015-08-01,0,2382463.202,0,0
"oil",2015-08-01,56708.8637,177132.511,0.320149380708548,0.358386600795235
"oil_and_natural_gas",2015-08-01,13000,24492,0.530785562632696,0.523358499909943
"bio_oil_and_diesel",2015-09-01,15327,116414.7,0.131658630739932,0.129825854227386
"coal",2015-09-01,2574287.4733,8087416.479,0.318307766143176,0.336696432087694
"natural_gas",2015-09-01,0,2089787.781,0,0
"oil",2015-09-01,32938.3659,163279.311,0.201730186747297,0.329584635205146
"oil_and_natural_gas",2015-09-01,15500,30731,0.504376688034883,0.504937537727633
"bio_oil_and_diesel",2015-10-01,16934,80958.9,0.209167861717489,0.146214005954746
"coal",2015-10-01,2410759.7087,6722148.327431,0.358629353485468,0.335575036226274
"natural_gas",2015-10-01,0,1202727.502,0,0
"oil",2015-10-01,62041.4918,184639.21,0.33601471648411,0.330945149518092
"oil_and_natural_gas",2015-10-01,90200,164985,0.546716368154681,0.500190338298231
"bio_oil_and_diesel",2015-11-01,13015,70299.6,0.185136188541613,0.154886366765561
"coal",2015-11-01,2260105.7477,6341614.985552,0.356392772637437,0.338066943481042
"natural_gas",2015-11-01,0,962950.584,0,0
"oil",2015-11-01,197884.6444,630150.894,0.314027396111256,0.335163487406176
"oil_and_natural_gas",2015-11-01,419800,805143,0.521398062207583,0.494896696494429
"bio_oil_and_diesel",2015-12-01,13735,126184.3,0.108848723652626,0.145837187778087
"coal",2015-12-01,2553580.9314,8972598.770767,0.284597695343254,0.329841168074484
"natural_gas",2015-12-01,0,1337677.412,0,0
"oil",2015-12-01,229254.9903,622387.598,0.368347619773747,0.35143563499959
"oil_and_natural_gas",2015-12-01,380000,775125,0.490243509111434,0.502647572585895
"bio_oil_and_diesel",2016-01-01,13231,119407.8,0.110805156782053,0.142274693666645
"coal",2016-01-01,2415748.1931,9062589.874858,0.266562674297103,0.319742222504366
"natural_gas",2016-01-01,0,1870212.336625,0,0
"oil",2016-01-01,284695.9457,727832.841,0.391155674301319,0.32190416235438
"oil_and_natural_gas",2016-01-01,426100,728805,0.584655703514658,0.529695982275989
"bio_oil_and_diesel",2016-02-01,13579,124122.2,0.109400252331976,0.142502802294281
"coal",2016-02-01,2311263.9894,8318973.542547,0.277830429148398,0.310386781842473
"natural_gas",2016-02-01,0,1671188.645015,0,0
"oil",2016-02-01,272464.0439,660733.634,0.412365936709679,0.337273588354568
"oil_and_natural_gas",2016-02-01,316100,623186,0.507232190710318,0.525770420288926
"bio_oil_and_diesel",2016-03-01,12804,113763.4,0.112549378798454,0.139317926970702
"coal",2016-03-01,2355890.7758,8338778.070248,0.282522301943207,0.304422537809145
"natural_gas",2016-03-01,0,1579065.978526,0,0
"oil",2016-03-01,355731.474,686424.032,0.518238665047205,0.390025001404553
"oil_and_natural_gas",2016-03-01,203000,776715,0.2613571258441,0.485267159923795
"bio_oil_and_diesel",2016-04-01,14874,123187.8,0.120742476121824,0.124580362704758
"coal",2016-04-01,1915235.7797,6973576.004027,0.274641844957883,0.290424619721214
"natural_gas",2016-04-01,0,1031386.374073,0,0
"oil",2016-04-01,169663.5912,447807.074,0.378876531995115,0.397168637323054
"oil_and_natural_gas",2016-04-01,115500,579572,0.199284989613025,0.427361930166853
"bio_oil_and_diesel",2016-05-01,13086,118572.3,0.110363044319795,0.112118172001121
"coal",2016-05-01,2036685.6323,7313323.649752,0.278489744176585,0.277440781644405
"natural_gas",2016-05-01,0,1290044.887543,0,0
"oil",2016-05-01,238361.9384,450060.218,0.529622323562044,0.433101125231518
"oil_and_natural_gas",2016-05-01,77900,305927,0.254635909873924,0.382901571444576
"bio_oil_and_diesel",2016-06-01,13110,105873.1,0.123827487813241,0.114614632694557
"coal",2016-06-01,2117485.9232,7649929.291871,0.276798103931508,0.276140849742447
"natural_gas",2016-06-01,0,1734784.061666,0,0
"oil",2016-06-01,108943.6584,257656.733,0.422824806988452,0.442180656433969
"oil_and_natural_gas",2016-06-01,156500,333425,0.469370922996176,0.379422807092033
"bio_oil_and_diesel",2016-07-01,13759,127836.9,0.10762933081137,0.11408532836611
"coal",2016-07-01,2394516.3851,8385877.579493,0.285541538425937,0.27930399376392
"natural_gas",2016-07-01,0,2454998.254053,0,0
"oil",2016-07-01,256215.4923,436706.454,0.586699578064857,0.474771307061225
"oil_and_natural_gas",2016-07-01,250900,539943,0.464678679045751,0.359426636347216
"bio_oil_and_diesel",2016-08-01,12661,122385.6,0.103451713273457,0.11309390518969
"coal",2016-08-01,2464691.0168,8538305.642556,0.288662776899865,0.281109385055831
"natural_gas",2016-08-01,0,2174874.776675,0,0
"oil",2016-08-01,168519.3346,399288.211,0.422049361732846,0.476385211231753
"oil_and_natural_gas",2016-08-01,83000,190051,0.436724879111396,0.347675417747395
"bio_oil_and_diesel",2016-09-01,12926,100339.8,0.128822261953881,0.115806052382261
"coal",2016-09-01,1945973.5811,6817010.688559,0.285458490532504,0.281598749820714
"natural_gas",2016-09-01,0,1894687.336405,0,0
"oil",2016-09-01,131306.836,237459.402,0.552965411746468,0.482173002348297
"oil_and_natural_gas",2016-09-01,53300,75751,0.70362107430925,0.42138607582492
"bio_oil_and_diesel",2016-10-01,5437,44588.8,0.121936450409071,0.116005048096802
"coal",2016-10-01,1995507.6615,7193405.337706,0.277407926818757,0.282059763464193
"natural_gas",2016-10-01,0,2092797.732354,0,0
"oil",2016-10-01,323796.0024,617894.872,0.524030894368711,0.50636539607723
"oil_and_natural_gas",2016-10-01,94200,145991,0.645245254844477,0.495712786696829
"bio_oil_and_diesel",2016-11-01,15061,116826.5,0.128917668508429,0.119097485461575
"coal",2016-11-01,2122662.492,7662658.220352,0.277013854847684,0.281813781909376
"natural_gas",2016-11-01,0,1749309.747508,0,0
"oil",2016-11-01,163928.2224,387443.222,0.423102568561646,0.488612103577163
"oil_and_natural_gas",2016-11-01,90000,190585,0.47223023847627,0.531978508130553
"bio_oil_and_diesel",2016-12-01,19194,117884.6,0.162820249633964,0.125596279098362
"coal",2016-12-01,2545303.4354,9198214.679333,0.276717115672339,0.281800283866181
"natural_gas",2016-12-01,0,1811695.994121,0,0
"oil",2016-12-01,160034.5055,420505.556,0.380576435237398,0.481570708285321
"oil_and_natural_gas",2016-12-01,350300,690996,0.50694938899791,0.538241585797509
"bio_oil_and_diesel",2017-01-01,17221,116146.9,0.148269131591114,0.132369579228319
"coal",2017-01-01,2476453.349,9302584.440264,0.266211327067483,0.278578581973105
"natural_gas",2017-01-01,0,1633471.499099,0,0
"oil",2017-01-01,173217.458,484475.844,0.357535799039756,0.443376745114471
"oil_and_natural_gas",2017-01-01,115200,266509,0.432255571106417,0.532837734474287
"bio_oil_and_diesel",2017-02-01,13381,99306.8,0.134744045724965,0.137584967970238
"coal",2017-02-01,2132278.466,8463818.046655,0.251928675007694,0.272456231657744
"natural_gas",2017-02-01,0,1642165.667132,0,0
"oil",2017-02-01,115196.753,417681.588,0.27580040947364,0.419001919737936
"oil_and_natural_gas",2017-02-01,110800,283980,0.390168321712797,0.525078308241187
"bio_oil_and_diesel",2017-03-01,15743,92456,0.170275590551181,0.144493856069788
"coal",2017-03-01,1963871.886,8201626.1013,0.239449087503357,0.264787997819552
"natural_gas",2017-03-01,0,1316687.026011,0,0
"oil",2017-03-01,861.142,1708.631,0.503995303842667,0.410840235087303
"bio_oil_and_diesel",2017-04-01,14998,105718.7,0.141867049065113,0.147815622512461
"coal",2017-04-01,1971525.945,7649977.327793,0.257716573595229,0.261506105615631
"natural_gas",2017-04-01,0,1180116.910016,0,0
"oil",2017-04-01,869.565,53219.263,0.0163392905309493,0.326224967781009
"bio_oil_and_diesel",2017-05-01,8812,53816.1,0.163742820457075,0.153619814503902
"coal",2017-05-01,1979334.206,7745669.687293,0.255540745462869,0.257927254051495
"natural_gas",2017-05-01,0,1154225.424536,0,0
"oil",2017-05-01,10487.262,32822.799,0.319511507839414,0.30895979099397
"bio_oil_and_diesel",2017-06-01,18786,112374.8,0.16717271131962,0.154345224784845
"coal",2017-06-01,1929439.201,7954110.114954,0.242571346525941,0.252236292527096
"natural_gas",2017-06-01,0,1229229.301537,0,0
"oil",2017-06-01,8033.81,53217.746,0.150961109852341,0.270690570096461
"oil_and_natural_gas",2017-06-01,23600,57125,0.413129102844639,0.476662979663752
"bio_oil_and_diesel",2017-07-01,15893,125527.8,0.126609404450648,0.150735270261434
"coal",2017-07-01,2491891.049,10010021.087386,0.24893964031106,0.249357678067692
"natural_gas",2017-07-01,0,2094438.881256,0,0
"oil",2017-07-01,64087.914,248344.926,0.258060090182797,0.254111285286968
"oil_and_natural_gas",2017-07-01,35100,104924,0.334527848728604,0.424876745311106
"bio_oil_and_diesel",2017-08-01,15946,124693.6,0.127881463042209,0.149591506480974
"coal",2017-08-01,2578704.835,10000956.298389,0.257845825745223,0.25034386985728
"natural_gas",2017-08-01,0,1676510.540463,0,0
"oil",2017-08-01,17863.397,79833.152,0.22375913455102,0.245437739466531
"oil_and_natural_gas",2017-08-01,17500,51544,0.339515753530964,0.402757664486888
"bio_oil_and_diesel",2017-09-01,14080,103338.9,0.136250724557742,0.143920695482068
"coal",2017-09-01,1991013.003,9404987.058546,0.211697580295002,0.245718618655887
"natural_gas",2017-09-01,0,1174566.871752,0,0
"oil",2017-09-01,1721.617,69678.345,0.0247080638898642,0.165556532807731
"bio_oil_and_diesel",2017-10-01,13621,95651.4,0.142402515802173,0.144009939938244
"coal",2017-10-01,2072649.366,8803316.732642,0.235439599522164,0.24200578964371
"natural_gas",2017-10-01,0,1003473.887504,0,0
"bio_oil_and_diesel",2017-11-01,11353,98268.8,0.115530056335276,0.135974479251278
"coal",2017-11-01,2168819.289,9436781.270159,0.229826169210708,0.237720026935016
"natural_gas",2017-11-01,0,1681172.167219,0,0
"oil",2017-11-01,24943.078,132630.759,0.188064052321377,0.194177326439469
"oil_and_natural_gas",2017-11-01,6300,18301,0.344243483962625,0.375640013647674
"bio_oil_and_diesel",2017-12-01,16617,116930.5,0.142110056828629,0.131797370169446
"coal",2017-12-01,2371259.729,10257988.004078,0.231162263794549,0.235818513146451
"natural_gas",2017-12-01,0,2380920.705271,0,0
"oil",2017-12-01,159851.492,512565.249,0.311865645031273,0.192903015971445
"oil_and_natural_gas",2017-12-01,81900,229461,0.3569233987475,0.363084651587855
"bio_oil_and_diesel",2018-01-01,15183,122222.7,0.124224059851402,0.131399812736239
"coal",2018-01-01,2539947.457,11537786.239207,0.220141663603448,0.231018850361849
"natural_gas",2018-01-01,0,2427675.823824,0,0
"oil",2018-01-01,294663.402,646331.443,0.455901388043719,0.243726395670008
"oil_and_natural_gas",2018-01-01,91300,311450,0.29314496708942,0.346914092483959
"bio_oil_and_diesel",2018-02-01,15166,117767.8,0.128778834282376,0.1315493746096
"coal",2018-02-01,2227832.77,10199888.375977,0.21841736770836,0.224447440689039
"natural_gas",2018-02-01,0,1940846.596626,0,0
"oil",2018-02-01,110752.686,365631.75,0.302907737087931,0.251201003487531
"oil_and_natural_gas",2018-02-01,28300,136932,0.206671924750971,0.312504562801681
"bio_oil_and_diesel",2018-03-01,14680,92409.2,0.158858641780256,0.135317360813352
"coal",2018-03-01,2409493.706,10099818.634904,0.238568017218945,0.228925846843029
"natural_gas",2018-03-01,0,1499710.04667,0,0
"oil",2018-03-01,234819.307,530890.448,0.442312171719466,0.287626509682272
"oil_and_natural_gas",2018-03-01,8200,37981,0.215897422395408,0.292732825079481
"bio_oil_and_diesel",2018-04-01,4424,108360.5,0.0408266850005306,0.118388055679745
"coal",2018-04-01,2195588.125,9673246.314813,0.226975314547487,0.227515132680583
"natural_gas",2018-04-01,0,1367535.179083,0,0
"oil",2018-04-01,10734.245,24983.571,0.42965215020703,0.355117190735133
"bio_oil_and_diesel",2018-05-01,14511,109992.5,0.131927176852967,0.12112090909936
"coal",2018-05-01,1980832.332,8762591.277434,0.226055543307283,0.226886695030012
"natural_gas",2018-05-01,0,1245749.957289,0,0
"oil",2018-05-01,14495.671,92890.875,0.15605053779502,0.34978160498074
"oil_and_natural_gas",2018-05-01,3700,15489,0.238879204596811,0.275960066923789
"bio_oil_and_diesel",2018-06-01,7930,53714,0.147633764009383,0.122041526962819
"coal",2018-06-01,2064967.437,9248583.023412,0.223273925505422,0.225571971981824
"natural_gas",2018-06-01,0,1326231.989758,0,0
"oil",2018-06-01,28723.342,96476.863,0.297722594898219,0.347424429958564
"oil_and_natural_gas",2018-06-01,2600,15335,0.169546788392566,0.246843950995446
"bio_oil_and_diesel",2018-07-01,15356,114812.6,0.133748386501133,0.123628914737774
"coal",2018-07-01,2420676.085,10741503.445736,0.225357287946588,0.226441242705681
"natural_gas",2018-07-01,0,1361575.92008,0,0
"oil",2018-07-01,63403.873,240356.274,0.263791212706185,0.315406067402308
"oil_and_natural_gas",2018-07-01,23300,96010,0.242683053848557,0.227803893512289
"bio_oil_and_diesel",2018-08-01,17058,115007.42,0.148320864862458,0.126885919834455
"coal",2018-08-01,2438994.039,11510735.569532,0.211888634246435,0.225353120462027
"natural_gas",2018-08-01,0,1347534.995813,0,0
"oil",2018-08-01,64488.34,239146.799,0.269660059301066,0.309864787771164
"oil_and_natural_gas",2018-08-01,33700,127605,0.264096234473571,0.222962438076314
"bio_oil_and_diesel",2018-09-01,14047,107610.3,0.130535831607197,0.122165451472278
"coal",2018-09-01,1753908.777,9975473.978044,0.175822099366942,0.214895467486693
"natural_gas",2018-09-01,0,955258.719057,0,0
"bio_oil_and_diesel",2018-10-01,11889,105117.9,0.113101574517756,0.134211266391816
"coal",2018-10-01,1569972.647,8625348.313446,0.182018463480783,0.207402658975576
"natural_gas",2018-10-01,0,1338103.303112,0,0
"oil",2018-10-01,906.494,18779.608,0.0482701236362335,0.244191113090626
"oil_and_natural_gas",2018-10-01,21800,129424,0.168438620348622,0.216590220675922
"bio_oil_and_diesel",2018-11-01,13952,93061.2,0.149922846470925,0.137210544661475
"coal",2018-11-01,1819942.89,10296554.308966,0.176752614067721,0.199185504102315
"natural_gas",2018-11-01,0,1114389.838554,0,0
"oil",2018-11-01,1824.578,25353.649,0.0719651045102029,0.184576605474488
"bio_oil_and_diesel",2018-12-01,13346,104129.8,0.128166960850784,0.133966077468376
"coal",2018-12-01,2048366.855,10689223.627372,0.191629151602248,0.193911375118453
"natural_gas",2018-12-01,0,1466149.681046,0,0
"oil",2018-12-01,7952.742,199412.745,0.0398808110284024,0.165214984346718
"oil_and_natural_gas",2018-12-01,1400,2500,0.56,0.273940650276688
"bio_oil_and_diesel",2019-01-01,12100,115302.3,0.104941531955564,0.129164935044114
"coal",2019-01-01,2076399.219,10728389.362245,0.193542492623096,0.188608909231204
"natural_gas",2019-01-01,0,1403804.587409,0,0
"oil",2019-01-01,8289.654,243113.437,0.0340978849309757,0.121277532685511
"bio_oil_and_diesel",2019-02-01,8692,88474.2,0.0982433296938542,0.12081867918268
"coal",2019-02-01,1679054.368,9350207.042254,0.179574030865015,0.183223142000967
"natural_gas",2019-02-01,0,1071636.203311,0,0
"oil",2019-02-01,1950.155,111795.428,0.0174439602306456,0.0802196572729209
"bio_oil_and_diesel",2019-03-01,10836,99263.7,0.109163772859565,0.117256669391408
"coal",2019-03-01,1440210.086,9151444.718844,0.157375160998834,0.180148652272949
"natural_gas",2019-03-01,0,959487.921517,0,0
"oil",2019-03-01,14970.706,518404.723,0.0288784135942373,0.0400893829884496
"bio_oil_and_diesel",2019-04-01,9750,93420,0.1043673731535,0.115800969164032
"coal",2019-04-01,1211371.478,7683385.626584,0.157661158358203,0.176089101419186
"natural_gas",2019-04-01,0,1005057.798368,0,0
"bio_oil_and_diesel",2019-05-01,9426,79890,0.117987232444611,0.110478366826313
"coal",2019-05-01,1264722.096,8187064.429363,0.154478092472811,0.172376681153368
"natural_gas",2019-05-01,0,916901.574969,0,0
"oil",2019-05-01,218.076,13458.321,0.016203804322991,0.0347449964362425
"bio_oil_and_diesel",2019-06-01,5499,42072.7,0.130702331915946,0.110900928670507
"coal",2019-06-01,1487823.075,9380881.838535,0.15860162195928,0.16687209287954
"natural_gas",2019-06-01,0,829061.900134,0,0
"oil",2019-06-01,88.383,2469.096,0.0357956920265555,0.0287167610223012
"bio_oil_and_diesel",2019-07-01,6578,98625.1,0.0666970172907303,0.104526842893034
"coal",2019-07-01,1792008.509,11144130.36922,0.160802902481248,0.161415494522565
"natural_gas",2019-07-01,0,1179215.219464,0,0
"oil",2019-07-01,16.967,1590.666,0.0106666012852478,0.0238477260651088
"bio_oil_and_diesel",2019-08-01,2248,97887.2,0.0229652089343653,0.0919804894331196
"coal",2019-08-01,1924110.436,11534310.143793,0.166816256196772,0.159289198744525
"natural_gas",2019-08-01,0,7839579.206078,0,0
"oil",2019-08-01,1227.334,62455.643,0.0196512907568656,0.0214399603694238
"bio_oil_and_diesel",2019-09-01,325,87473.9,0.00371539396322789,0.0744057596170634
"coal",2019-09-01,1546932.199,10223378.071559,0.151313214494483,0.158278874327133
"natural_gas",2019-09-01,0,958294.277903,0,0
"oil",2019-09-01,127.626,8539.084,0.014946099605063,0.02102365026516
"bio_oil_and_diesel",2019-10-01,1031,86948.3,0.0118576211380786,0.0589874676144932
"coal",2019-10-01,1500487.909,9570947.084785,0.156775279991396,0.158131227932665
"natural_gas",2019-10-01,0,817874.72497,0,0
"oil",2019-10-01,1111.936,73465.742,0.0151354355067972,0.0187331539172533
"bio_oil_and_diesel",2019-11-01,350,80336.2,0.00435669100604709,0.0400490440413991
"coal",2019-11-01,1380633.94,8874008.098282,0.155581775980945,0.158315175184021
"natural_gas",2019-11-01,0,965878.519096,0,0
"oil",2019-11-01,246.424,10419.988,0.0236491635115127,0.0199740471153403
"bio_oil_and_diesel",2019-12-01,309,73324,0.00421417271289073,0.0189676841742233
"coal",2019-12-01,1388293.966,9282517.185185,0.149560074956363,0.156808250683534
"natural_gas",2019-12-01,0,1419196.369547,0,0
"oil",2019-12-01,1295.839,201638.384,0.00642654922289002,0.0150791899813961
"bio_oil_and_diesel",2020-01-01,154,70032.5,0.00219897904544319,0.00821801113334213
"coal",2020-01-01,1452185.076,9113273.179988,0.159348353475114,0.156565825849179
"natural_gas",2020-01-01,0,1519183.4637,0,0
"oil",2020-01-01,689.207,23371.198,0.0294895879963021,0.0182163544332384
"bio_oil_and_diesel",2020-02-01,315,65028.4,0.00484403737443948,0.0051978158733545
"coal",2020-02-01,1117616.947,7840959.278916,0.142535741768896,0.152519073444533
"natural_gas",2020-02-01,0,1156413.469021,0,0
"oil",2020-02-01,52.554,10101.658,0.00520251230045602,0.0158082246905035
"bio_oil_and_diesel",2020-03-01,236,68684.2,0.00343601585226297,0.00515125285486034
"coal",2020-03-01,865981.291,7164221.737093,0.120875835893849,0.147446177011094
"natural_gas",2020-03-01,0,1150858.160418,0,0
"oil",2020-03-01,112.744,35125.476,0.00320975009705207,0.0138521664391683
"bio_oil_and_diesel",2020-04-01,678,70032.3,0.00968124708170373,0.00478852384546453
"coal",2020-04-01,846747.193,7311054.529441,0.115817381691002,0.140619860627695
"natural_gas",2020-04-01,0,666679.0247,0,0
"oil",2020-04-01,201.698,64966.132,0.00310466382699219,0.0118470378258675
"bio_oil_and_diesel",2020-05-01,1164,60419.551776,0.0192652869110222,0.00727328982962704
"coal",2020-05-01,914549.154,6731859.24294,0.135853873498488,0.137331876880619
"natural_gas",2020-05-01,0,630144.692992,0,0
"oil",2020-05-01,0.073,4681.226,0.000015594205449598,0.00790810960819034
"bio_oil_and_diesel",2020-06-01,292,31847.6,0.00916866577073311,0.00809903867260077
"coal",2020-06-01,1211290.977,8466415.140203,0.143070113730681,0.136250216676338
"natural_gas",2020-06-01,0,841156.08029,0,0
"bio_oil_and_diesel",2020-07-01,1215,40423.5,0.0300567739062674,0.0127420044827381
"biomass",2020-07-01,3336.55360103314,90210,0.03698651591878,0.03698651591878
"coal",2020-07-01,1665412.24389973,13825860.587073,0.120456316871651,0.129768210575761
"natural_gas",2020-07-01,0,856189.368814,0,0
"bio_oil_and_diesel",2020-08-01,709,74062.9,0.00957294407861426,0.0135301556001006
"coal",2020-08-01,2336119.22699736,15206753.703995,0.153623795878513,0.131616219594031
"natural_gas",2020-08-01,0,1270723.887184,0,0
"oil",2020-08-01,2070.888,121019.78,0.017111979545823,0.0096890146620125
"biomass",2020-09-01,23.1622745965714,83199,0.00027839606962309,0.0186324559942015
"coal",2020-09-01,1598225.0105022,11067838.967,0.144402625956836,0.135537351271195
"oil",2020-09-01,5201.603,515236.354,0.0100955667425595,0.00645667778638873
"bio_oil_and_diesel",2020-10-01,6130,50682.6,0.12094880688836,0.0331156207727835
"biomass",2020-10-01,0.891511405714286,105495,0.00000845074558713006,0.0124244542446634
"coal",2020-10-01,1321484.4345016,10819705.137226,0.122136825148306,0.136590591847413
"natural_gas",2020-10-01,0,1068735.65493,0,0
"oil",2020-10-01,553.833,109618.918,0.00505234871958871,0.00643165052291084
"bio_oil_and_diesel",2020-11-01,4441,51075.2,0.0869502224171418,0.0459937833286898
"biomass",2020-11-01,0,128365.82,0,0.00931834068349755
"coal",2020-11-01,1499655.73365604,10787412.426789,0.139019041297787,0.137118119813962
"natural_gas",2020-11-01,0,1061172.974813,0,0
"oil",2020-11-01,1088.12,245121.77,0.00443909979925488,0.00663654213994464
"bio_oil_and_diesel",2020-12-01,8141,74803.1,0.108832387962531,0.0609216335039413
"biomass",2020-12-01,928.836926866286,167716.18,0.00553814740394329,0.0085623020275867
"coal",2020-12-01,1544977.85742692,12535538.548858,0.123247824687011,0.133814404973351
"natural_gas",2020-12-01,0,1555589.976085,0,0
"oil",2020-12-01,2037.987,374706.699,0.00543888594850022,0.00702557916019598
"bio_oil_and_diesel",2021-01-01,9068,83275.3,0.108891832271994,0.0775421612541514
"biomass",2021-01-01,1660.93170064457,167336.55,0.00992569585451936,0.00878953433207548
"coal",2021-01-01,1822982.08074333,12994388.489258,0.140289947637807,0.137120010101044
"natural_gas",2021-01-01,0,1785277.260286,0,0
"oil",2021-01-01,1530.087,250396.172,0.00611066450328961,0.00804142420983598
"bio_oil_and_diesel",2021-02-01,7400,74334,0.0995506766755455,0.0891244783823645
"biomass",2021-02-01,52.397779392,151280.45,0.000346361868913002,0.00268284199043098
"coal",2021-02-01,1247046.21467595,10618950.983799,0.117435914016227,0.131088696457329
"natural_gas",2021-02-01,0,1374847.77579,0,0
"oil",2021-02-01,836.737,94610.584,0.00884401051789301,0.00666342937184765
"bio_oil_and_diesel",2021-03-01,6213,60441.8,0.102793100139308,0.104661171059147
"biomass",2021-03-01,18.0602201417143,194262,0.0000929683630443128,0.00265193737266785
"coal",2021-03-01,1255354.07771836,9657717.228088,0.129984555156301,0.12868568465724
"natural_gas",2021-03-01,0,1179373.540095,0,0
"bio_oil_and_diesel",2021-04-01,4262,43875.2,0.097139158340019,0.10069289630109
"biomass",2021-04-01,123.516979035429,207331,0.00059574776099777,0.00274982020856962
"coal",2021-04-01,1316655.0857806,9209245.265842,0.142971008782251,0.132158048596231
"natural_gas",2021-04-01,0,1240989.460377,0,0
"oil",2021-04-01,559.191,31683.144,0.0176494794834755,0.00792241482866699
"bio_oil_and_diesel",2021-05-01,4442,35326.5,0.125741299024811,0.107158075735701
"biomass",2021-05-01,816.891323821714,221366,0.00369022941111875,0.00336485844375608
"coal",2021-05-01,1565594.23046743,10840514.58461,0.14442065625649,0.133058317756015
"natural_gas",2021-05-01,0,1042430.098666,0,0
"oil",2021-05-01,1071.58,180882.92,0.00592416354180926,0.00806771729903708
"bio_oil_and_diesel",2021-06-01,5447,42910,0.126940107201119,0.110176028942133
"biomass",2021-06-01,1697.58202192457,123926,0.0136983524193839,0.00472489261299619
"coal",2021-06-01,1689705.33726564,11778885.816686,0.143452051710357,0.136425688926572
